,m,connected,bipartite,n_t,n_b,density,k_t,k_b,m_t,n_t_om,density_t,k_t_om,m_b,n_b_om,density_b,k_b_om
Athlete,9638723,False,True,404915.0,10030.0,0.002373311267806794,23.80431201610214,960.989332003988,78945829219.0,404915.0,0.96301383887688,389942.60067175305,707759.0,10030.0,0.014072032581088124,141.17063927396055
