t,b
http://dbpedia.org/resource/A._J._W._Dawson,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._J._W._Dawson,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._J._W._Dawson,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._J._W._Dawson,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._J._W._Dawson,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._J._W._Dawson,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._J._W._Dawson,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._J._W._Dawson,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._J._W._Dawson,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._J._W._Dawson,http://dbpedia.org/ontology/occupation
http://dbpedia.org/resource/A._J._W._Dawson,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._K._C._Natarajan,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._K._C._Natarajan,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._K._C._Natarajan,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._K._C._Natarajan,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._K._C._Natarajan,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._K._C._Natarajan,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._K._C._Natarajan,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._K._C._Natarajan,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._K._C._Natarajan,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._K._C._Natarajan,http://dbpedia.org/ontology/instrument
http://dbpedia.org/resource/A._K._C._Natarajan,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._K._Paul,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._K._Paul,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._K._Paul,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._K._Paul,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._K._Paul,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._K._Paul,http://xmlns.com/foaf/0.1/homepage
http://dbpedia.org/resource/A._K._Paul,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._K._Paul,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._K._Paul,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._K._Paul,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/hometown
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/ontology/recordLabel
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/property/caption
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/property/date
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/property/failed
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/property/notableInstruments
http://dbpedia.org/resource/A._K._Paul,http://dbpedia.org/property/occupation
http://dbpedia.org/resource/A._L._Lloyd,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._L._Lloyd,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._L._Lloyd,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/deathDate
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._L._Lloyd,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._L._Lloyd,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._L._Lloyd,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._L._Lloyd,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._L._Lloyd,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._L._Lloyd,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._L._Lloyd,http://xmlns.com/foaf/0.1/surname
http://dbpedia.org/resource/A._L._Lloyd,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/activeYearsEndYear
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/activeYearsStartYear
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._L._Lloyd,http://dbpedia.org/property/occupation
http://dbpedia.org/resource/A._L._Lloyd,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._M._Rajah,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._M._Rajah,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._M._Rajah,http://www.w3.org/2002/07/owldifferentFrom
http://dbpedia.org/resource/A._M._Rajah,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/deathDate
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._M._Rajah,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._M._Rajah,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._M._Rajah,http://xmlns.com/foaf/0.1/depiction
http://dbpedia.org/resource/A._M._Rajah,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._M._Rajah,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._M._Rajah,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._M._Rajah,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/thumbnail
http://dbpedia.org/resource/A._M._Rajah,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/activeYearsEndYear
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/activeYearsStartYear
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/ontology/occupation
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/property/caption
http://dbpedia.org/resource/A._M._Rajah,http://dbpedia.org/property/instrument
http://dbpedia.org/resource/A._M._Rajah,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._Nayyar,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._Nayyar,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._Nayyar,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._Nayyar,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._Nayyar,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._Nayyar,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._Nayyar,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._Nayyar,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._Nayyar,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._Nayyar,http://xmlns.com/foaf/0.1/surname
http://dbpedia.org/resource/A._Nayyar,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/activeYearsStartYear
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/ontology/occupation
http://dbpedia.org/resource/A._Nayyar,http://dbpedia.org/property/instrument
http://dbpedia.org/resource/A._Nayyar,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._P._Komala,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._P._Komala,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._P._Komala,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._P._Komala,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._P._Komala,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._P._Komala,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._P._Komala,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._P._Komala,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._P._Komala,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._P._Komala,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._P._Komala,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._P._Komala,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._P._Komala,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._P._Komala,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._P._Komala,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._P._Thompson,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._P._Thompson,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._P._Thompson,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._P._Thompson,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._P._Thompson,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._P._Thompson,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._P._Thompson,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._P._Thompson,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._P._Thompson,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._P._Thompson,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._P._Thompson,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._P._Thompson,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._P._Thompson,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._P._Thompson,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._R._Rahman,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._R._Rahman,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._R._Rahman,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._R._Rahman,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/homepage
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/depiction
http://dbpedia.org/resource/A._R._Rahman,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._R._Rahman,http://xmlns.com/foaf/0.1/surname
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/thumbnail
http://dbpedia.org/resource/A._R._Rahman,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/activeYearsStartYear
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/alias
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/ontology/imdbId
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/almaMater
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/caption
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/children
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/nativeName
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/parents
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/relations
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/religion
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/residence
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/signature
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/spouse
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/title
http://dbpedia.org/resource/A._R._Rahman,http://dbpedia.org/property/wordnet_type
http://dbpedia.org/resource/A._R._Rahman,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._R._Reihana,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._R._Reihana,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._R._Reihana,http://www.w3.org/2002/07/owldifferentFrom
http://dbpedia.org/resource/A._R._Reihana,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._R._Reihana,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._R._Reihana,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._R._Reihana,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._R._Reihana,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._R._Reihana,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._R._Reihana,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._R._Reihana,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._R._Reihana,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._R._Reihana,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._R._Reihana,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._R._Reihana,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._R._Reihana,http://dbpedia.org/ontology/imdbId
http://dbpedia.org/resource/A._R._Reihana,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._Rafiq,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._Rafiq,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._Rafiq,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/deathDate
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._Rafiq,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/A._Rafiq,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._Rafiq,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._Rafiq,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._Rafiq,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._Rafiq,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._Rafiq,http://xmlns.com/foaf/0.1/surname
http://dbpedia.org/resource/A._Rafiq,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/activeYearsEndYear
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/activeYearsStartYear
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/instrument
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/ontology/occupation
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/property/bot
http://dbpedia.org/resource/A._Rafiq,http://dbpedia.org/property/date
http://dbpedia.org/resource/A._Rafiq,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._T._Mahmud,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._T._Mahmud,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._T._Mahmud,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/deathPlace
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/deathDate
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/birthPlace
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._T._Mahmud,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._T._Mahmud,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._T._Mahmud,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._T._Mahmud,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._T._Mahmud,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._T._Mahmud,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._T._Mahmud,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/property/alt
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/property/caption
http://dbpedia.org/resource/A._T._Mahmud,http://dbpedia.org/property/occupation
http://dbpedia.org/resource/A._T._Mahmud,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/A._V._Anand,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/A._V._Anand,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/A._V._Anand,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/property/birthPlace
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/A._V._Anand,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/A._V._Anand,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/A._V._Anand,http://xmlns.com/foaf/0.1/depiction
http://dbpedia.org/resource/A._V._Anand,http://purl.org/dc/terms/description
http://dbpedia.org/resource/A._V._Anand,http://xmlns.com/foaf/0.1/givenName
http://dbpedia.org/resource/A._V._Anand,http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/A._V._Anand,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/thumbnail
http://dbpedia.org/resource/A._V._Anand,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/background
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/A._V._Anand,http://dbpedia.org/ontology/instrument
http://dbpedia.org/resource/A._V._Anand,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/ABC_Barn_Dance,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/ABC_Barn_Dance,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/ABC_Barn_Dance,http://www.w3.org/2002/07/owldifferentFrom
http://dbpedia.org/resource/ABC_Barn_Dance,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/ABC_Barn_Dance,http://purl.org/dc/terms/subject
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/ABC_Barn_Dance,http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/ABC_Barn_Dance,http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/ABC_Barn_Dance,http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/Work/runtime
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/completionDate
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/format
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/network
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/presenter
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/releaseDate
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/ontology/runtime
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/property/camera
http://dbpedia.org/resource/ABC_Barn_Dance,http://dbpedia.org/property/country
http://dbpedia.org/resource/ABC_Barn_Dance,http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/AGA_(singer),http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/AGA_(singer),http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/AGA_(singer),http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/AGA_(singer),http://purl.org/dc/terms/subject
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/wikiPageID
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/wikiPageRevisionID
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/wikiPageExternalLink
http://dbpedia.org/resource/AGA_(singer),http://xmlns.com/foaf/0.1/name
http://dbpedia.org/resource/AGA_(singer),http://xmlns.com/foaf/0.1/homepage
http://dbpedia.org/resource/AGA_(singer),http://xmlns.com/foaf/0.1/gender
http://dbpedia.org/resource/AGA_(singer),http://xmlns.com/foaf/0.1/isPrimaryTopicOf
http://dbpedia.org/resource/AGA_(singer),http://www.w3.org/ns/provwasDerivedFrom
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/abstract
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/activeYearsStartYear
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/country
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/genre
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/ontology/recordLabel
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/property/birthDate
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/property/birthName
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/property/occupation
http://dbpedia.org/resource/AGA_(singer),http://dbpedia.org/property/origin
http://dbpedia.org/resource/AGA_(singer),http://purl.org/linguistics/gold/hypernym
http://dbpedia.org/resource/AG_Coco,http://www.w3.org/2000/01/rdf-schemalabel
http://dbpedia.org/resource/AG_Coco,http://www.w3.org/2000/01/rdf-schemacomment
http://dbpedia.org/resource/AG_Coco,http://www.w3.org/2002/07/owlsameAs
http://dbpedia.org/resource/AG_Coco,http://dbpedia.org/ontology/birthDate
http://dbpedia.org/resource/AG_Coco,http://purl.org/dc/terms/subject
